Address;RegName;Clk;Rst;Port;Signal;BitPos;Default;SW(R/W);HW(W);MCU(W);MISC;Description
;;;;;reg_txq1_ant_force_value;[4];1'h0;R/W;;;;
;;;;;reg_txq1_ant_force_last;[3];1'h0;R/W;;;;
;;;;;reg_txrxq1_ant_force;[2];1'h0;R/W;;;;
;;;;;reg_txrxq1_ant_force_value;[1];1'h0;R/W;;;;
;;;;;reg_txrxq1_ant_force_last;[0];1'h0;R/W;;;;
0x02CC;MACTXQ1_DUR;pclk;reset_n;;reg_txq1_20dur;[31:16];16'h0;R/W;;;;
;;;;;reg_txq1_ht40dur;[15:0];16'h0;R/W;;;;
0x02D0;MACTXQ1_DUR2;pclk;reset_n;;reg_txq1_hwseq_fgmd;[31];1'h0;R/W;;;;
;;;;;;[30];1'h0;R/W;;;;
;;;;;reg_txq1_hwseq_qmfmd;[29];1'h0;R/W;;;;
;;;;;;[28:20];9'h0;R/W;;;;
;;;;;reg_txq1_hwseq_sel;[19:17];3'h0;R/W;;;;
;;;;;reg_txq1_hwseq_update;[16];1'h0;R/W;;;;
;;;;;reg_txq1_ht80dur;[15:0];16'h0;R/W;;;;
0x02D4;MACTXQ1PMD;pclk;reset_n;;txq1complete_num;[31:28];4'h0;RO;;;;
;;;;;;[27];1'h0;RO;;;;
;;;;;txq1_cbw;[26:25];2'h0;RO;;;;
;;;;;;[24];1'h0;RO;;;;
;;;;;txq1_rssi;[23:16];8'h0;RO;;;;
;;;;;txq1complete_state;[15:12];4'h0;RO;;;;
;;;;;txq1complete_st_match;[11:8];4'h0;RO;;;;
;;;;;txq1complete_errcode;[7:0];8'h0;RO;;;;
0x02D8;MACTXQ1BA_BMHI;pclk;reset_n;;txq1ba_bmhi;[31:0];32'h0;RO;;;;RX BLOCKACK OP
0x02DC;MACTXQ1BA_BMLO;pclk;reset_n;;txq1ba_bmlo;[31:0];32'h0;RO;;;;
0x02E0;MACTXQ1BA_TAHI;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;txq1ba_tahi;[15:0];16'h0;RO;;;;
0x02E4;MACTXQ1BA_TALO;pclk;reset_n;;txq1ba_talo;[31:0];32'h0;RO;;;;
0x02E8;MACTXQ1BA_SSN;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;txq1ba_tid;[15:12];4'h0;RO;;;;
;;;;;txq1ba_ssn;[11:0];12'h0;RO;;;;
0x02EC;MACTXQ1_TXSTART_US;pclk;reset_n;;txq1_txstart_us;[31:0];32'h0;RO;;;;
0x02F0;MACTXQ1_TXSTART_CYC;pclk;reset_n;;txq1_txrxack_us_hi;[31:14];18'h0;RO;;;;
;;;;;;[13:7];7'h0;RO;;;;
;;;;;txq1_txstart_cycle;[6:0];7'h0;RO;;;;
0x02F4;MACTXQ1_TXRXACK_CYC;pclk;reset_n;;txq1_txrxack_us;[31:18];14'h0;RO;;;;
;;;;;txq1_txrxack_cycdec;[17:7];11'h0;RO;;;;
;;;;;txq1_txrxack_cycle;[6:0];7'h0;RO;;;;
0x02F8;MACTXQ0_PLCP1;pclk;reset_n;;reg_txq0_data_wbd;[31];1'h0;R/W;;;;
;;;;;reg_txq0_rts_wbd;[30];1'h0;R/W;;;;
;;;;;reg_txq0_force_bw;[29];1'h0;R/W;;;;
;;;;;reg_txq0_nonhtdup;[28:27];2'h0;R/W;;;;
;;;;;reg_txq0_sigmode;[26:25];2'h0;R/W;;;;
;;;;;reg_txq0_kid;[24:17];8'h0;R/W;;;;
;;;;;reg_txq0_rate;[16:12];5'h0;R/W;;;;
;;;;;reg_txq0_length;[11:0];12'h0;R/W;;;;
0x02FC;MACTXQ0_PTI;pclk;reset_n;;reg_txq0_pti_maintain_cnt;[31:20];12'h0;R/W;;;;
;;;;;reg_txq0_maintain_pti;[19:16];4'h0;R/W;;;;
;;;;;reg_txq0_rts_pti;[15:12];4'h0;R/W;;;;
;;;;;reg_txq0_data_pti;[11:8];4'h0;R/W;;;;
;;;;;reg_txq0_ack_pti;[7:4];4'h0;R/W;;;;
;;;;;;[3:2];2'h0;RO;;;;
;;;;;reg_txq0_bssid;[1:0];2'h0;R/W;;;;
0x0300;MACTXQ0_HTSIG;pclk;reset_n;;reg_txq0_htsig;[31:0];32'h0;R/W;;;;
0x0304;MACTXQ0_VHTSIG1;pclk;reset_n;;reg_txq0_vhtsiga_lo;[31:0];32'h0;R/W;;;;
0x0308;MACTXQ0_VHTSIG2;pclk;reset_n;;;[31:25];7'h0;RO;;;;
;;;;;reg_txq0_vhtsigb;[24:2];23'h0;R/W;;;;
;;;;;reg_txq0_vhtsiga_hi;[1:0];2'h0;R/W;;;;
0x030C;MACTXQ0_HT80LEN;pclk;reset_n;;;[31:28];4'h0;RO;;;;
;;;;;reg_txq0_ht80txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_txq0_ht80eof_num;[23:22];2'h1;R/W;;;;
;;;;;;[21];1'h0;RO;;;;
;;;;;reg_txq0_ht80len;[20:0];21'h0;R/W;;;;
0x0310;MACTXQ0_HT40LEN;pclk;reset_n;;;[31:28];4'h0;RO;;;;
;;;;;reg_txq0_ht40txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_txq0_ht40eof_num;[23:22];2'h1;R/W;;;;
;;;;;;[21:19];3'h0;RO;;;;
;;;;;reg_txq0_ht40len;[18:0];19'h0;R/W;;;;
0x0314;MACTXQ0_HT20LEN;pclk;reset_n;;;[30];1'h0;RO;;;;
;;;;;;[29];1'h0;RO;;;;
;;;;;reg_txq0_txop_sel;[29:28];2'h0;R/W;;;;
;;;;;reg_txq0_20txop_num;[27:24];4'h0;R/W;;;;
;;;;;reg_txq0_20eof_num;[23:22];2'h1;R/W;;;;
;;;;;;[21:14];8'h0;RO;;;;
;;;;;reg_txq0_rts_rate;[13:6];8'hb;R/W;;;;
;;;;;reg_txq0_ant_force;[5];1'h0;R/W;;;;
;;;;;reg_txq0_ant_force_value;[4];1'h0;R/W;;;;
;;;;;reg_txq0_ant_force_last;[3];1'h0;R/W;;;;
;;;;;reg_txrxq0_ant_force;[2];1'h0;R/W;;;;
;;;;;reg_txrxq0_ant_force_value;[1];1'h0;R/W;;;;
;;;;;reg_txrxq0_ant_force_last;[0];1'h0;R/W;;;;
0x0318;MACTXQ0_DUR;pclk;reset_n;;reg_txq0_20dur;[31:16];16'h0;R/W;;;;
;;;;;reg_txq0_ht40dur;[15:0];16'h0;R/W;;;;
0x031C;MACTXQ0_DUR2;pclk;reset_n;;reg_txq0_hwseq_fgmd;[31];1'h0;R/W;;;;
;;;;;;[30];1'h0;R/W;;;;
;;;;;reg_txq0_hwseq_qmfmd;[29];1'h0;R/W;;;;
;;;;;;[28:20];9'h0;R/W;;;;
;;;;;reg_txq0_hwseq_sel;[19:17];3'h0;R/W;;;;
;;;;;reg_txq0_hwseq_update;[16];1'h0;R/W;;;;
;;;;;reg_txq0_ht80dur;[15:0];16'h0;R/W;;;;
0x0320;MACTXQ0PMD;pclk;reset_n;;txq0complete_num;[31:28];4'h0;RO;;;;
;;;;;;[27];1'h0;RO;;;;
;;;;;txq0_cbw;[26:25];2'h0;RO;;;;
;;;;;;[24];1'h0;RO;;;;
;;;;;txq0_rssi;[23:16];8'h0;RO;;;;
;;;;;txq0complete_state;[15:12];4'h0;RO;;;;
;;;;;txq0complete_st_match;[11:8];4'h0;RO;;;;
;;;;;txq0complete_errcode;[7:0];8'h0;RO;;;;
0x0324;MACTXQ0BA_BMHI;pclk;reset_n;;txq0ba_bmhi;[31:0];32'h0;RO;;;;RX BLOCKACK OP
0x0328;MACTXQ0BA_BMLO;pclk;reset_n;;txq0ba_bmlo;[31:0];32'h0;RO;;;;
0x032C;MACTXQ0BA_TAHI;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;txq0ba_tahi;[15:0];16'h0;RO;;;;
0x0330;MACTXQ0BA_TALO;pclk;reset_n;;txq0ba_talo;[31:0];32'h0;RO;;;;
0x0334;MACTXQ0BA_SSN;pclk;reset_n;;;[31:16];16'h0;RO;;;;
;;;;;txq0ba_tid;[15:12];4'h0;RO;;;;
;;;;;txq0ba_ssn;[11:0];12'h0;RO;;;;
0x0338;MACTXQ0_TXSTART_US;pclk;reset_n;;txq0_txstart_us;[31:0];32'h0;RO;;;;
0x033C;MACTXQ0_TXSTART_CYC;pclk;reset_n;;txq0_txrxack_us_hi;[31:14];18'h0;RO;;;;
;;;;;;[13:7];7'h0;RO;;;;
;;;;;txq0_txstart_cycle;[6:0];7'h0;RO;;;;
0x0340;MACTXQ0_TXRXACK_CYC;pclk;reset_n;;txq0_txrxack_us;[31:18];14'h0;RO;;;;
;;;;;txq0_txrxack_cycdec;[17:7];11'h0;RO;;;;
;;;;;txq0_txrxack_cycle;[6:0];7'h0;RO;;;;
0x0344;MACTXOP0_Q15_PLCP0;pclk;reset_n;;reg_txop0_q15_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop0_q15_link_addr;[19:0];20'h0;R/W;;;;
0x0348;MACTXOP0_Q14_PLCP0;pclk;reset_n;;reg_txop0_q14_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop0_q14_link_addr;[19:0];20'h0;R/W;;;;
0x034C;MACTXOP0_Q13_PLCP0;pclk;reset_n;;reg_txop0_q13_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop0_q13_link_addr;[19:0];20'h0;R/W;;;;
0x0350;MACTXOP0_Q12_PLCP0;pclk;reset_n;;reg_txop0_q12_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop0_q12_link_addr;[19:0];20'h0;R/W;;;;
0x0354;MACTXOP0_Q11_PLCP0;pclk;reset_n;;reg_txop0_q11_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop0_q11_link_addr;[19:0];20'h0;R/W;;;;
0x0358;MACTXOP0_Q10_PLCP0;pclk;reset_n;;reg_txop0_q10_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop0_q10_link_addr;[19:0];20'h0;R/W;;;;
0x035C;MACTXOP0_Q9_PLCP0;pclk;reset_n;;reg_txop0_q9_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop0_q9_link_addr;[19:0];20'h0;R/W;;;;
0x0360;MACTXOP0_Q8_PLCP0;pclk;reset_n;;reg_txop0_q8_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop0_q8_link_addr;[19:0];20'h0;R/W;;;;
0x0364;MACTXOP0_Q7_PLCP0;pclk;reset_n;;reg_txop0_q7_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop0_q7_link_addr;[19:0];20'h0;R/W;;;;
0x0368;MACTXOP0_Q6_PLCP0;pclk;reset_n;;reg_txop0_q6_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop0_q6_link_addr;[19:0];20'h0;R/W;;;;
0x036C;MACTXOP0_Q5_PLCP0;pclk;reset_n;;reg_txop0_q5_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop0_q5_link_addr;[19:0];20'h0;R/W;;;;
0x0370;MACTXOP0_Q4_PLCP0;pclk;reset_n;;reg_txop0_q4_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop0_q4_link_addr;[19:0];20'h0;R/W;;;;
0x0374;MACTXOP0_Q3_PLCP0;pclk;reset_n;;reg_txop0_q3_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop0_q3_link_addr;[19:0];20'h0;R/W;;;;
0x0378;MACTXOP0_Q2_PLCP0;pclk;reset_n;;reg_txop0_q2_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop0_q2_link_addr;[19:0];20'h0;R/W;;;;
0x037C;MACTXOP0_Q1_PLCP0;pclk;reset_n;;reg_txop0_q1_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop0_q1_link_addr;[19:0];20'h0;R/W;;;;
0x0380;MACTXOP1_Q15_PLCP0;pclk;reset_n;;reg_txop1_q15_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop1_q15_link_addr;[19:0];20'h0;R/W;;;;
0x0384;MACTXOP1_Q14_PLCP0;pclk;reset_n;;reg_txop1_q14_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop1_q14_link_addr;[19:0];20'h0;R/W;;;;
0x0388;MACTXOP1_Q13_PLCP0;pclk;reset_n;;reg_txop1_q13_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop1_q13_link_addr;[19:0];20'h0;R/W;;;;
0x038C;MACTXOP1_Q12_PLCP0;pclk;reset_n;;reg_txop1_q12_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop1_q12_link_addr;[19:0];20'h0;R/W;;;;
0x0390;MACTXOP1_Q11_PLCP0;pclk;reset_n;;reg_txop1_q11_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop1_q11_link_addr;[19:0];20'h0;R/W;;;;
0x0394;MACTXOP1_Q10_PLCP0;pclk;reset_n;;reg_txop1_q10_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop1_q10_link_addr;[19:0];20'h0;R/W;;;;
0x0398;MACTXOP1_Q9_PLCP0;pclk;reset_n;;reg_txop1_q9_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop1_q9_link_addr;[19:0];20'h0;R/W;;;;
0x039C;MACTXOP1_Q8_PLCP0;pclk;reset_n;;reg_txop1_q8_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop1_q8_link_addr;[19:0];20'h0;R/W;;;;
0x03A0;MACTXOP1_Q7_PLCP0;pclk;reset_n;;reg_txop1_q7_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop1_q7_link_addr;[19:0];20'h0;R/W;;;;
0x03A4;MACTXOP1_Q6_PLCP0;pclk;reset_n;;reg_txop1_q6_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop1_q6_link_addr;[19:0];20'h0;R/W;;;;
0x03A8;MACTXOP1_Q5_PLCP0;pclk;reset_n;;reg_txop1_q5_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop1_q5_link_addr;[19:0];20'h0;R/W;;;;
0x03AC;MACTXOP1_Q4_PLCP0;pclk;reset_n;;reg_txop1_q4_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop1_q4_link_addr;[19:0];20'h0;R/W;;;;
0x03B0;MACTXOP1_Q3_PLCP0;pclk;reset_n;;reg_txop1_q3_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop1_q3_link_addr;[19:0];20'h0;R/W;;;;
0x03B4;MACTXOP1_Q2_PLCP0;pclk;reset_n;;reg_txop1_q2_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop1_q2_link_addr;[19:0];20'h0;R/W;;;;
0x03B8;MACTXOP1_Q1_PLCP0;pclk;reset_n;;reg_txop1_q1_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop1_q1_link_addr;[19:0];20'h0;R/W;;;;
0x03BC;MACTXOP2_Q15_PLCP0;pclk;reset_n;;reg_txop2_q15_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop2_q15_link_addr;[19:0];20'h0;R/W;;;;
0x03C0;MACTXOP2_Q14_PLCP0;pclk;reset_n;;reg_txop2_q14_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop2_q14_link_addr;[19:0];20'h0;R/W;;;;
0x03C4;MACTXOP2_Q13_PLCP0;pclk;reset_n;;reg_txop2_q13_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop2_q13_link_addr;[19:0];20'h0;R/W;;;;
0x03C8;MACTXOP2_Q12_PLCP0;pclk;reset_n;;reg_txop2_q12_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop2_q12_link_addr;[19:0];20'h0;R/W;;;;
0x03CC;MACTXOP2_Q11_PLCP0;pclk;reset_n;;reg_txop2_q11_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop2_q11_link_addr;[19:0];20'h0;R/W;;;;
0x03D0;MACTXOP2_Q10_PLCP0;pclk;reset_n;;reg_txop2_q10_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop2_q10_link_addr;[19:0];20'h0;R/W;;;;
0x03D4;MACTXOP2_Q9_PLCP0;pclk;reset_n;;reg_txop2_q9_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop2_q9_link_addr;[19:0];20'h0;R/W;;;;
0x03D8;MACTXOP2_Q8_PLCP0;pclk;reset_n;;reg_txop2_q8_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop2_q8_link_addr;[19:0];20'h0;R/W;;;;
0x03DC;MACTXOP2_Q7_PLCP0;pclk;reset_n;;reg_txop2_q7_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop2_q7_link_addr;[19:0];20'h0;R/W;;;;
0x03E0;MACTXOP2_Q6_PLCP0;pclk;reset_n;;reg_txop2_q6_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop2_q6_link_addr;[19:0];20'h0;R/W;;;;
0x03E4;MACTXOP2_Q5_PLCP0;pclk;reset_n;;reg_txop2_q5_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop2_q5_link_addr;[19:0];20'h0;R/W;;;;
0x03E8;MACTXOP2_Q4_PLCP0;pclk;reset_n;;reg_txop2_q4_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop2_q4_link_addr;[19:0];20'h0;R/W;;;;
0x03EC;MACTXOP2_Q3_PLCP0;pclk;reset_n;;reg_txop2_q3_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop2_q3_link_addr;[19:0];20'h0;R/W;;;;
0x03F0;MACTXOP2_Q2_PLCP0;pclk;reset_n;;reg_txop2_q2_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop2_q2_link_addr;[19:0];20'h0;R/W;;;;
0x03F4;MACTXOP2_Q1_PLCP0;pclk;reset_n;;reg_txop2_q1_len;[31:20];12'h0;R/W;;;;
;;;;;reg_txop2_q1_link_addr;[19:0];20'h0;R/W;;;;
0x03F8;MACTXMEMQDATE;pclk;reset_n;;;[31:28];4'h0;RO;;;;
;;;;;reg_mactxmemq_date;[27:0];28'h1904291;R/W;;;;
